latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.85413,8.592234,467.0,7200,Europe/Zurich,CEST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm)
2019-04-18,15.1,5.3,9.7,0.00,0.00
2019-04-19,16.2,5.6,10.9,0.00,0.00
2019-04-20,17.3,5.2,10.6,0.00,0.00
2019-04-21,17.3,6.6,12.0,0.00,0.00
2019-04-22,16.2,7.8,11.5,0.00,0.00
2019-04-23,15.5,8.9,11.7,0.90,0.00
2019-04-24,15.5,8.1,11.4,14.40,0.00
2019-04-25,14.5,8.6,11.6,0.60,0.00
2019-04-26,11.7,6.5,8.0,4.20,19.32
2019-04-27,10.8,5.8,8.0,2.10,6.79
2019-04-28,6.7,3.9,5.0,0.10,13.37
2019-04-29,7.5,4.2,5.5,0.00,6.86
2019-04-30,10.6,5.5,7.8,0.30,0.63
2019-05-01,15.1,5.1,10.0,0.00,0.00
2019-05-02,15.3,4.2,9.6,11.70,0.63
2019-05-03,9.8,6.6,8.3,2.80,1.75
2019-05-04,10.8,3.1,7.4,2.30,10.29
