latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.994724,7.0129867,450.0,7200,Europe/Zurich,CEST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm)
2018-08-26,18.7,10.1,14.3,0.90,0.00
2018-08-27,25.0,12.1,18.7,0.00,0.00
2018-08-28,26.9,15.0,21.6,0.00,0.00
2018-08-29,26.5,18.0,21.1,1.80,0.00
2018-08-30,20.6,14.8,17.4,0.90,0.00
2018-08-31,17.2,14.1,15.7,2.50,0.00
2018-09-01,17.2,12.9,14.6,1.70,0.00
2018-09-02,17.4,12.2,15.2,0.10,0.00
2018-09-03,19.4,12.8,15.9,0.30,0.00
2018-09-04,23.5,13.6,18.3,0.00,0.00
2018-09-05,24.6,15.7,20.2,0.00,0.00
2018-09-06,21.1,16.3,18.9,8.30,0.00
2018-09-07,21.7,15.2,18.1,1.20,0.00
2018-09-08,22.8,13.0,18.2,0.00,0.00
2018-09-09,25.3,15.5,19.7,0.00,0.00
2018-09-10,26.4,16.5,21.3,0.00,0.00
2018-09-11,27.0,16.5,21.5,0.00,0.00
2018-09-12,27.7,18.4,22.2,0.00,0.00
2018-09-13,24.6,17.8,20.3,10.80,0.00
2018-09-14,21.0,16.6,18.4,3.90,0.00
2018-09-15,22.0,13.3,17.2,0.00,0.00
2018-09-16,22.3,11.5,17.2,0.00,0.00
2018-09-17,25.4,14.5,20.5,0.00,0.00
2018-09-18,25.4,17.9,21.3,0.00,0.00
2018-09-19,25.9,17.6,21.6,0.00,0.00
2018-09-20,26.6,18.5,22.1,0.00,0.00
2018-09-21,25.0,13.5,19.9,2.10,0.00
2018-09-22,18.4,11.1,14.8,0.00,0.00
2018-09-23,24.4,13.6,19.2,5.50,0.00
2018-09-24,13.9,9.6,11.9,1.40,0.00
2018-09-25,15.3,8.1,11.3,0.00,0.00
2018-09-26,18.6,5.3,12.2,0.00,0.00
2018-09-27,22.3,12.3,17.0,0.00,0.00
2018-09-28,22.9,14.8,18.0,0.00,0.00
2018-09-29,17.0,11.8,14.1,0.00,0.00
2018-09-30,20.4,10.8,15.0,1.10,0.00
2018-10-01,14.4,7.4,10.8,4.20,0.00
2018-10-02,13.1,6.8,9.7,0.20,0.00
2018-10-03,16.7,10.1,13.0,0.20,0.00
2018-10-04,17.6,10.1,13.2,0.00,0.00
2018-10-05,21.1,10.6,15.7,0.00,0.00
2018-10-06,21.1,14.4,17.0,0.00,0.00
2018-10-07,19.1,12.9,15.9,0.40,0.00
2018-10-08,18.4,12.4,14.9,0.00,0.00
2018-10-09,20.1,11.3,15.2,0.00,0.00
2018-10-10,20.5,11.0,15.4,0.00,0.00
2018-10-11,19.4,14.0,16.3,2.30,0.00
2018-10-12,21.8,14.0,17.2,0.00,0.00
2018-10-13,21.3,14.0,17.0,0.00,0.00
2018-10-14,22.0,13.2,16.9,0.00,0.00
2018-10-15,21.6,12.5,16.4,0.00,0.00
2018-10-16,20.7,12.3,16.4,0.00,0.00
2018-10-17,20.6,12.0,14.9,0.00,0.00
2018-10-18,19.7,9.6,13.8,0.00,0.00
2018-10-19,17.7,9.1,12.8,0.00,0.00
2018-10-20,17.3,7.8,12.4,0.00,0.00
2018-10-21,15.6,7.6,11.1,0.00,0.00
2018-10-22,14.7,4.9,9.7,0.00,0.00
2018-10-23,15.0,5.1,10.0,0.00,0.00
2018-10-24,17.4,8.6,12.1,0.00,0.00
2018-10-25,17.5,9.8,12.4,0.00,0.00
2018-10-26,16.9,9.0,11.9,0.00,0.00
2018-10-27,10.9,4.6,7.6,16.20,0.00
2018-10-28,5.6,4.2,4.6,8.10,0.00
2018-10-29,7.4,4.0,5.2,7.60,0.00
2018-10-30,7.5,2.9,5.0,3.70,0.00
2018-10-31,10.3,3.4,7.3,0.00,0.00
2018-11-01,13.0,5.9,8.7,3.40,0.00
2018-11-02,11.3,5.5,8.9,1.40,0.00
2018-11-03,11.0,8.2,9.4,0.00,0.00
2018-11-04,11.9,7.5,8.9,0.00,0.00
2018-11-05,14.2,7.4,10.2,0.00,0.00
2018-11-06,14.8,6.5,10.3,1.70,0.00
2018-11-07,12.5,8.6,10.5,3.70,0.00
2018-11-08,11.8,8.7,10.0,6.10,0.00
2018-11-09,11.5,6.5,9.2,0.00,0.00
2018-11-10,11.9,5.6,9.0,1.30,0.00
2018-11-11,12.4,7.9,10.3,7.90,0.00
2018-11-12,14.6,7.2,10.9,1.60,0.00
2018-11-13,12.1,7.9,10.4,5.10,0.00
2018-11-14,9.6,7.1,8.2,0.00,0.00
2018-11-15,9.6,6.0,7.6,0.00,0.00
2018-11-16,8.0,5.0,6.3,0.00,0.00
2018-11-17,5.8,2.6,3.8,0.00,0.00
2018-11-18,4.2,1.5,2.5,0.00,0.00
2018-11-19,3.4,1.1,2.0,0.00,1.19
2018-11-20,4.1,0.3,1.9,0.00,0.49
2018-11-21,5.7,1.1,3.3,0.30,0.14
2018-11-22,7.2,2.8,4.8,0.00,0.00
2018-11-23,5.9,2.7,4.3,5.40,0.00
2018-11-24,9.9,3.2,6.6,6.20,0.00
2018-11-25,6.7,3.0,4.9,0.00,0.00
2018-11-26,5.6,2.8,4.4,2.70,0.00
2018-11-27,5.5,3.8,4.5,4.60,0.00
2018-11-28,4.7,1.5,3.2,0.30,0.00
2018-11-29,7.4,2.5,5.2,0.70,0.00
2018-11-30,6.9,5.1,6.0,3.50,0.00
2018-12-01,8.1,3.2,5.3,0.00,0.00
2018-12-02,9.4,4.7,7.7,14.70,0.00
2018-12-03,11.4,9.4,10.3,17.50,0.00
2018-12-04,10.4,5.1,8.6,3.20,0.00
2018-12-05,8.5,5.8,6.9,0.30,0.00
2018-12-06,10.1,5.9,8.0,2.30,0.00
2018-12-07,11.1,7.1,9.0,6.10,0.00
2018-12-08,7.1,4.4,5.7,7.80,0.00
2018-12-09,8.6,5.7,7.1,23.90,0.07
2018-12-10,6.3,4.2,5.3,2.30,0.00
2018-12-11,5.2,-1.0,2.9,0.00,0.00
2018-12-12,2.8,-1.5,0.8,0.00,0.00
2018-12-13,1.1,-0.8,0.2,0.00,0.07
2018-12-14,1.2,-0.9,0.1,0.00,0.00
2018-12-15,1.2,-2.4,-0.2,0.00,0.00
2018-12-16,6.5,-0.6,2.9,1.90,3.64
2018-12-17,6.1,2.1,3.9,4.00,0.00
2018-12-18,4.4,0.1,2.2,0.00,0.00
2018-12-19,5.6,0.9,3.5,9.50,0.07
2018-12-20,6.1,0.7,4.2,2.50,0.00
2018-12-21,8.5,4.7,6.9,19.60,0.00
2018-12-22,10.7,5.5,8.9,4.80,0.00
2018-12-23,10.0,5.5,8.4,4.40,0.00
2018-12-24,10.2,2.8,7.7,12.10,0.00
2018-12-25,4.1,-0.4,2.2,0.00,0.00
2018-12-26,2.9,-1.5,0.7,0.00,0.00
2018-12-27,3.5,-0.7,1.6,0.00,0.00
2018-12-28,4.8,2.1,3.4,0.10,0.00
2018-12-29,1.9,-1.2,0.2,0.00,0.00
2018-12-30,6.0,-0.8,3.0,0.40,0.07
2018-12-31,6.3,2.3,4.5,0.20,0.00
2019-01-01,6.4,2.6,4.0,0.10,0.00
2019-01-02,4.1,1.5,3.0,0.50,0.00
2019-01-03,2.4,-1.6,0.0,0.00,0.00
2019-01-04,3.3,-0.3,1.2,0.00,0.00
2019-01-05,2.3,0.4,1.4,0.00,0.28
2019-01-06,3.8,1.7,2.7,0.50,0.00
2019-01-07,4.3,1.8,2.9,0.20,0.00
2019-01-08,4.4,1.3,2.7,3.00,1.61
2019-01-09,2.5,-0.2,1.5,0.60,1.75
2019-01-10,1.7,-0.8,0.2,0.00,0.49
2019-01-11,2.0,-1.9,-0.1,0.00,0.07
2019-01-12,4.7,0.5,2.4,1.10,0.77
2019-01-13,6.0,2.3,3.9,15.40,1.47
2019-01-14,6.0,3.4,4.7,9.60,0.77
2019-01-15,5.7,0.5,3.2,0.40,0.00
2019-01-16,4.9,-0.6,1.9,0.00,0.00
2019-01-17,5.9,0.9,3.6,4.80,0.28
2019-01-18,2.9,-2.3,0.3,0.20,1.33
2019-01-19,1.5,-3.3,-0.7,0.00,0.00
2019-01-20,2.9,-2.2,0.5,0.00,0.00
2019-01-21,4.0,-1.2,0.7,0.00,0.28
2019-01-22,0.4,-2.1,-1.0,0.00,0.00
2019-01-23,1.6,-1.1,-0.1,0.00,1.54
2019-01-24,0.6,-2.4,-1.1,0.00,0.00
2019-01-25,1.5,-3.3,-1.3,0.00,0.00
2019-01-26,3.6,-0.0,1.7,0.20,0.07
2019-01-27,5.7,0.4,3.1,6.00,2.10
2019-01-28,2.7,0.4,1.3,0.10,2.87
2019-01-29,2.3,-1.0,0.7,0.00,0.49
2019-01-30,1.8,-1.3,0.5,0.00,3.99
2019-01-31,3.6,-1.5,0.4,0.00,4.06
2019-02-01,3.9,0.7,2.3,6.00,9.10
2019-02-02,3.9,1.3,2.4,1.90,0.00
2019-02-03,3.1,0.8,1.9,0.70,2.52
2019-02-04,2.5,-2.2,0.4,0.00,0.00
2019-02-05,4.1,-2.7,0.1,0.00,0.07
2019-02-06,3.6,-3.9,-0.0,0.00,0.00
2019-02-07,5.8,-0.8,1.8,4.10,0.00
2019-02-08,5.7,-0.8,2.4,0.00,0.00
2019-02-09,8.5,-0.2,4.8,3.00,0.00
2019-02-10,9.1,2.5,5.7,10.60,0.35
2019-02-11,3.7,1.4,2.5,2.80,2.73
2019-02-12,5.2,-0.1,2.7,0.10,0.00
2019-02-13,7.1,-0.8,3.0,0.00,0.00
2019-02-14,10.2,-0.1,4.6,0.00,0.00
2019-02-15,10.8,2.8,6.3,0.00,0.00
2019-02-16,12.0,3.0,6.5,0.00,0.00
2019-02-17,12.6,3.6,7.1,0.00,0.00
2019-02-18,11.7,1.8,5.6,0.00,0.00
2019-02-19,10.2,0.8,5.1,0.00,0.00
2019-02-20,9.7,0.5,5.1,0.00,0.00
2019-02-21,13.2,1.0,6.1,0.00,0.00
2019-02-22,13.7,0.6,6.3,0.00,0.00
2019-02-23,9.5,4.0,6.0,0.00,0.00
2019-02-24,9.3,-1.5,3.5,0.00,0.00
2019-02-25,11.4,2.2,5.6,0.00,0.00
2019-02-26,14.4,2.3,6.8,0.00,0.00
2019-02-27,16.2,5.6,9.3,0.00,0.00
2019-02-28,16.0,4.3,9.2,0.00,0.00
2019-03-01,7.0,4.6,5.8,10.00,0.00
2019-03-02,8.2,4.6,6.1,1.60,0.00
2019-03-03,12.2,2.3,7.1,0.00,0.00
2019-03-04,9.8,4.6,6.5,3.70,0.00
2019-03-05,10.1,3.9,6.1,0.40,0.00
2019-03-06,10.8,2.2,6.7,0.00,0.00
2019-03-07,9.3,2.2,5.9,14.60,0.00
2019-03-08,8.5,2.0,5.2,4.10,0.00
2019-03-09,9.0,3.3,7.0,5.20,0.00
2019-03-10,11.4,6.1,9.1,17.00,0.00
2019-03-11,5.8,-0.3,3.5,1.80,0.42
2019-03-12,9.2,-1.4,3.3,0.50,0.21
2019-03-13,9.6,2.9,5.0,6.00,0.35
2019-03-14,5.0,3.2,3.8,16.50,1.19
2019-03-15,9.5,4.9,7.2,11.90,0.00
2019-03-16,15.1,6.6,9.6,1.10,0.00
2019-03-17,14.9,3.8,7.8,4.00,0.07
2019-03-18,7.3,0.6,3.9,1.80,0.35
2019-03-19,8.8,0.0,4.0,0.20,0.00
2019-03-20,9.9,-0.9,4.1,0.00,0.00
2019-03-21,11.8,-0.9,5.2,0.00,0.00
2019-03-22,15.1,3.5,8.1,0.00,0.00
2019-03-23,17.1,3.1,9.4,0.00,0.00
2019-03-24,17.2,3.6,9.6,0.00,0.00
2019-03-25,9.7,1.8,6.2,0.00,0.00
2019-03-26,9.1,2.2,4.9,0.50,0.42
2019-03-27,10.1,1.0,5.3,0.00,0.00
2019-03-28,13.0,1.4,7.1,0.00,0.00
2019-03-29,15.3,2.8,8.9,0.00,0.00
2019-03-30,16.7,5.1,10.7,0.00,0.00
2019-03-31,17.4,5.8,11.0,0.00,0.00
2019-04-01,16.3,3.7,10.5,0.00,0.00
2019-04-02,17.6,6.4,11.9,0.00,0.00
2019-04-03,9.7,2.0,6.4,16.70,2.17
2019-04-04,5.0,2.0,2.8,6.40,9.87
2019-04-05,9.0,1.3,4.8,0.00,0.00
2019-04-06,14.0,1.7,7.5,0.00,0.00
2019-04-07,9.4,4.8,7.1,3.80,0.00
2019-04-08,12.9,5.0,8.4,0.20,0.00
2019-04-09,14.4,4.7,8.8,0.10,0.00
2019-04-10,13.6,4.4,8.6,0.40,0.00
2019-04-11,10.9,6.8,8.6,0.50,0.00
2019-04-12,11.9,4.5,8.0,0.00,0.00
2019-04-13,8.5,3.3,5.8,0.70,0.00
2019-04-14,7.0,2.1,4.3,0.30,0.14
2019-04-15,12.0,2.8,7.0,0.00,0.00
2019-04-16,11.7,6.2,8.5,1.70,0.00
2019-04-17,16.6,6.8,11.4,0.10,0.00
2019-04-18,19.3,8.1,12.7,0.00,0.00
2019-04-19,20.0,9.3,14.1,0.10,0.00
2019-04-20,20.8,8.7,14.4,0.00,0.00
2019-04-21,20.1,9.9,14.1,0.00,0.00
2019-04-22,21.5,8.4,15.3,0.00,0.00
2019-04-23,20.8,10.9,15.3,0.10,0.00
2019-04-24,19.6,6.5,12.4,7.30,0.00
2019-04-25,20.5,6.3,11.6,0.30,0.00
2019-04-26,11.8,5.3,8.5,15.20,0.00
2019-04-27,9.9,6.1,8.1,7.00,0.00
2019-04-28,8.8,3.2,5.9,5.20,0.00
2019-04-29,10.7,4.3,7.4,1.30,0.00
2019-04-30,13.5,4.6,9.3,0.00,0.00
2019-05-01,16.7,4.6,11.2,0.00,0.00
2019-05-02,14.2,8.6,11.0,4.30,0.00
2019-05-03,12.9,7.2,9.5,4.10,0.00
2019-05-04,12.0,2.8,7.1,5.30,1.19
2019-05-05,8.0,2.6,4.6,1.30,0.28
2019-05-06,10.0,2.3,6.2,0.00,0.00
