time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),canton
2021-10-18,14.7,7.4,10.4,0,0,Appenzell Ausserrhoden
2021-10-19,16.8,8.1,12.3,0.1,0,Appenzell Ausserrhoden
2021-10-20,18.8,9.9,14.3,0,0,Appenzell Ausserrhoden
2021-10-21,13.9,8.7,11,8.6,0,Appenzell Ausserrhoden
2021-10-22,9.9,3.2,7.2,1.5,0,Appenzell Ausserrhoden
2021-10-23,8.3,1.5,4.8,0,0,Appenzell Ausserrhoden
2021-10-24,11.8,1.2,6,0,0,Appenzell Ausserrhoden
2021-10-25,11.9,5.6,9.1,0,0,Appenzell Ausserrhoden
2021-10-26,11.3,4.3,8.5,1.3,0,Appenzell Ausserrhoden
2021-10-27,11.3,4.2,7.5,0,0,Appenzell Ausserrhoden
2021-10-28,12.5,4.5,8.1,0,0,Appenzell Ausserrhoden
2021-10-29,13,5,8.1,0,0,Appenzell Ausserrhoden
2021-10-30,14.2,4.5,8.6,0.5,0,Appenzell Ausserrhoden
2021-10-31,18,6,10.8,0,0,Appenzell Ausserrhoden
2021-11-01,11.5,4.9,7.9,11.7,0,Appenzell Ausserrhoden
2021-11-02,7.5,1.1,4.9,3.8,0.35,Appenzell Ausserrhoden
2021-11-03,7.4,1.3,3.9,5.8,0,Appenzell Ausserrhoden
2021-11-04,4.6,0.9,2.5,5.3,0.49,Appenzell Ausserrhoden
2021-11-05,6.3,-1.1,2.8,0.5,0,Appenzell Ausserrhoden
2021-11-06,5.9,-2.9,1.4,0,0,Appenzell Ausserrhoden
2021-11-07,9.1,-2.7,3.9,0,0,Appenzell Ausserrhoden
2021-11-08,6.2,-0.1,4,1.7,0,Appenzell Ausserrhoden
2021-11-09,6.3,-2.3,1.8,0,0,Appenzell Ausserrhoden
2021-11-10,11,1.7,5.7,0.2,0,Appenzell Ausserrhoden
2021-11-11,10.5,3.5,6.5,0,0,Appenzell Ausserrhoden
2021-11-12,8.9,3.1,5.6,0,0,Appenzell Ausserrhoden
2021-11-13,8.3,3.5,6,7.6,0,Appenzell Ausserrhoden
2021-11-14,6.4,3.1,5.2,3.3,0,Appenzell Ausserrhoden
2021-11-15,5.7,0.3,2.5,0,0,Appenzell Ausserrhoden
2021-11-16,5.5,1.1,2.8,0,0,Appenzell Ausserrhoden
2021-11-17,4.2,2.2,3,0,0,Appenzell Ausserrhoden
2021-11-18,6.8,0.5,3,0,0,Appenzell Ausserrhoden
2021-11-19,6.8,-0.1,3.7,0,0,Appenzell Ausserrhoden
2021-11-20,6.4,-0.1,3.4,0,0,Appenzell Ausserrhoden
2021-11-21,8.5,0.9,3.4,0,0,Appenzell Ausserrhoden
2021-11-22,1.8,0.7,1.3,5.7,1.68,Appenzell Ausserrhoden
2021-11-23,2.4,-0.6,1.4,0.9,0,Appenzell Ausserrhoden
2021-11-24,2.9,-2.5,0.1,0,0,Appenzell Ausserrhoden
2021-11-25,5.7,-1.1,1,0,0.84,Appenzell Ausserrhoden
2021-11-26,0.4,-1.1,-0.5,0,2.66,Appenzell Ausserrhoden
2021-11-27,3.5,-3.4,0.2,0,2.1,Appenzell Ausserrhoden
2021-11-28,0.5,-4.8,-1.4,0.1,1.61,Appenzell Ausserrhoden
2021-11-29,-1.4,-4.2,-2.5,0.2,5.04,Appenzell Ausserrhoden
2021-11-30,2.5,-3.4,-0.8,0.6,4.27,Appenzell Ausserrhoden
2021-12-01,9,1.5,4.1,3.7,0,Appenzell Ausserrhoden
2021-12-02,3.4,-2.2,1.2,3.2,9.8,Appenzell Ausserrhoden
2021-12-03,0.5,-4.3,-2.2,0.1,0.98,Appenzell Ausserrhoden
2021-12-04,7.1,0.7,4.1,27.7,0.77,Appenzell Ausserrhoden
2021-12-05,2.6,-2.2,0.2,0.6,2.45,Appenzell Ausserrhoden
2021-12-06,1.1,-4,-1.1,0,1.4,Appenzell Ausserrhoden
2021-12-07,2.3,-2.6,0,0,0.91,Appenzell Ausserrhoden
2021-12-08,1.4,-1.3,0.4,0.2,18.62,Appenzell Ausserrhoden
2021-12-09,0.4,-3.1,-1,0,4.55,Appenzell Ausserrhoden
2021-12-10,1.2,-6.9,-2.3,0.1,3.85,Appenzell Ausserrhoden
2021-12-11,0.1,-1.2,-0.3,0,3.92,Appenzell Ausserrhoden
2021-12-12,2.7,-1.5,0.4,0,0,Appenzell Ausserrhoden
2021-12-13,6.1,-0.2,2.7,0,0,Appenzell Ausserrhoden
2021-12-14,6.3,-1.3,2.5,0,0,Appenzell Ausserrhoden
2021-12-15,3.9,-1.3,1.6,0,0,Appenzell Ausserrhoden
2021-12-16,1.6,-2.4,-0.2,0,0,Appenzell Ausserrhoden
2021-12-17,2.2,-6.1,-1.7,0,0,Appenzell Ausserrhoden
2021-12-18,1.8,-4.7,-1.4,0,0,Appenzell Ausserrhoden
2021-12-19,3.1,-4.9,0.5,0,0,Appenzell Ausserrhoden
2021-12-20,1.8,-7,-2.2,0,0,Appenzell Ausserrhoden
2021-12-21,-2.1,-8.9,-5,0,0,Appenzell Ausserrhoden
2021-12-22,-0.4,-4.6,-2.8,0,0,Appenzell Ausserrhoden
2021-12-23,8.3,-7.5,1.1,0.2,0,Appenzell Ausserrhoden
2021-12-24,7.4,3.3,5.6,22.1,4.2,Appenzell Ausserrhoden
2021-12-25,8,2.1,5.3,4.8,0.21,Appenzell Ausserrhoden
2021-12-26,7.1,2.6,4.1,11.8,0,Appenzell Ausserrhoden
2021-12-27,7.1,1.2,4.1,2.8,0,Appenzell Ausserrhoden
2021-12-28,9.3,2.1,6,9.1,0.14,Appenzell Ausserrhoden
2021-12-29,9.6,4.7,6.6,9.9,0,Appenzell Ausserrhoden
2021-12-30,13.3,7.9,10.8,2.4,0,Appenzell Ausserrhoden
2021-12-31,13.9,5.7,10.1,0,0,Appenzell Ausserrhoden
2022-01-01,13.9,6.8,10.2,0,0,Appenzell Ausserrhoden
2022-01-02,13.9,7.3,11.2,0,0,Appenzell Ausserrhoden
2022-01-03,10.5,6.1,8,0.1,0,Appenzell Ausserrhoden
2022-01-04,15.9,6.8,10.2,2.9,0,Appenzell Ausserrhoden
2022-01-05,5.4,-5.6,-0.2,8.8,8.4,Appenzell Ausserrhoden
2022-01-06,-0.1,-5.4,-1.7,0,1.47,Appenzell Ausserrhoden
2022-01-07,1.4,-6.6,-2,0,0.77,Appenzell Ausserrhoden
2022-01-08,2,-3.2,-0.3,0,2.59,Appenzell Ausserrhoden
2022-01-09,2.1,-2.3,0.5,0.3,4.34,Appenzell Ausserrhoden
2022-01-10,-0,-2.5,-1.5,0,2.94,Appenzell Ausserrhoden
2022-01-11,0.9,-6.7,-2,0,0.07,Appenzell Ausserrhoden
2022-01-12,-0.7,-10.5,-5,0,0,Appenzell Ausserrhoden
2022-01-13,1.2,-9.4,-3.1,0,0,Appenzell Ausserrhoden
2022-01-14,4.4,-2.4,1.1,0,0,Appenzell Ausserrhoden
2022-01-15,3.3,-3.7,0.3,0,0,Appenzell Ausserrhoden
2022-01-16,4.5,-2.9,0.1,0,0,Appenzell Ausserrhoden
2022-01-17,3.7,-0.7,1.1,0,0.35,Appenzell Ausserrhoden
2022-01-18,2.5,-5,-0.5,0,0.07,Appenzell Ausserrhoden
2022-01-19,4.8,-6.5,-0.6,0,0.07,Appenzell Ausserrhoden
2022-01-20,0,-2.7,-0.7,0.1,3.85,Appenzell Ausserrhoden
2022-01-21,-1.7,-7.3,-4.5,0,1.05,Appenzell Ausserrhoden
2022-01-22,0.4,-7.4,-2,0,0.42,Appenzell Ausserrhoden
2022-01-23,2.4,-6.6,-2.5,0,0,Appenzell Ausserrhoden
2022-01-24,1.5,-6.1,-1.8,0,0,Appenzell Ausserrhoden
2022-01-25,4.4,-4,1.6,0,0,Appenzell Ausserrhoden
2022-01-26,6,-6.5,-0.4,0,0,Appenzell Ausserrhoden
2022-01-27,5.9,-5,0.1,0,1.19,Appenzell Ausserrhoden
2022-01-28,2,-1.2,0.3,0,1.33,Appenzell Ausserrhoden
2022-01-29,5,-2.7,1.4,0,0,Appenzell Ausserrhoden
2022-01-30,4.6,-2.2,2.5,3.3,0,Appenzell Ausserrhoden
2022-01-31,2.1,-2.6,-0.3,0,3.5,Appenzell Ausserrhoden
2022-02-01,1.3,-2.4,-1.1,0,4.34,Appenzell Ausserrhoden
2022-02-02,3.6,1.3,2.6,10.4,0.7,Appenzell Ausserrhoden
2022-02-03,9.1,1.9,5.3,0.8,0,Appenzell Ausserrhoden
2022-02-04,6.9,1.9,4.4,0.3,0,Appenzell Ausserrhoden
2022-02-05,4.6,-0.9,2,2.4,0,Appenzell Ausserrhoden
2022-02-06,4.9,-1,2.1,2.4,0.49,Appenzell Ausserrhoden
2022-02-07,5.7,-2.1,1,6,5.95,Appenzell Ausserrhoden
2022-02-08,7.6,-1.6,1.8,0,0,Appenzell Ausserrhoden
2022-02-09,10.7,0.2,5.9,0,0,Appenzell Ausserrhoden
2022-02-10,10.4,3.2,6.7,0,0,Appenzell Ausserrhoden
2022-02-11,7,-4.4,1.8,9.7,3.15,Appenzell Ausserrhoden
2022-02-12,4,-7.6,-1.3,0,0,Appenzell Ausserrhoden
2022-02-13,8.3,-2.7,2.4,0,0,Appenzell Ausserrhoden
2022-02-14,9.1,-2.5,3.3,0.4,0,Appenzell Ausserrhoden
2022-02-15,3.3,0.3,2.1,3.8,0.56,Appenzell Ausserrhoden
2022-02-16,9.7,-1,4.3,4.5,0,Appenzell Ausserrhoden
2022-02-17,10,5.3,8.2,12.8,0,Appenzell Ausserrhoden
2022-02-18,14.7,5.2,9.6,3.6,0,Appenzell Ausserrhoden
2022-02-19,4.2,-0.4,2.2,4.2,1.75,Appenzell Ausserrhoden
2022-02-20,7.4,-0.4,4,0.1,0.49,Appenzell Ausserrhoden
2022-02-21,7.7,1.1,3.8,2.3,3.01,Appenzell Ausserrhoden
2022-02-22,5.9,0.8,2.8,0.6,0.35,Appenzell Ausserrhoden
2022-02-23,8.7,-0.6,4.7,1.5,0,Appenzell Ausserrhoden
2022-02-24,9.9,0.1,5,0,0,Appenzell Ausserrhoden
2022-02-25,5.2,-1.8,1,2.5,3.78,Appenzell Ausserrhoden
2022-02-26,1.9,-3.1,-0.7,0.1,1.75,Appenzell Ausserrhoden
2022-02-27,3.8,-5.6,-1.5,0,0,Appenzell Ausserrhoden
2022-02-28,4.9,-4.3,-0.1,0,0,Appenzell Ausserrhoden
2022-03-01,4.9,-5,-0.2,0,0,Appenzell Ausserrhoden
2022-03-02,8,-2.8,3,0,0,Appenzell Ausserrhoden
2022-03-03,8.4,0.3,4.3,0,0,Appenzell Ausserrhoden
2022-03-04,4.6,-2.9,0.7,0,0,Appenzell Ausserrhoden
2022-03-05,2.8,-4.5,-0.9,0,0,Appenzell Ausserrhoden
2022-03-06,2,-4.8,-1.8,0,0,Appenzell Ausserrhoden
2022-03-07,2.3,-5.3,-2.2,0,0,Appenzell Ausserrhoden
2022-03-08,4.4,-5.7,-1.4,0,0,Appenzell Ausserrhoden
2022-03-09,8.1,-2.8,2.3,0,0,Appenzell Ausserrhoden
2022-03-10,10.8,0.1,4.8,0,0,Appenzell Ausserrhoden
2022-03-11,10.7,-1.4,4,0,0,Appenzell Ausserrhoden
2022-03-12,11.2,-1.2,5.3,0,0,Appenzell Ausserrhoden
2022-03-13,13.3,0.8,6.3,0,0,Appenzell Ausserrhoden
2022-03-14,11.3,3.4,6.8,0.2,0,Appenzell Ausserrhoden
2022-03-15,13.1,3.7,7.7,0.7,0,Appenzell Ausserrhoden
2022-03-16,13.8,4.6,9.6,0,0,Appenzell Ausserrhoden
2022-03-17,11.2,4.9,7.8,0.1,0,Appenzell Ausserrhoden
2022-03-18,9.5,3.9,5.7,3,0,Appenzell Ausserrhoden
2022-03-19,8.5,0.2,4.1,0,0,Appenzell Ausserrhoden
2022-03-20,11.5,0.1,5.9,0,0,Appenzell Ausserrhoden
2022-03-21,12.3,-0.5,5.7,0,0,Appenzell Ausserrhoden
2022-03-22,12.3,-0.6,6.1,0,0,Appenzell Ausserrhoden
2022-03-23,13.5,1.2,8.1,0,0,Appenzell Ausserrhoden
2022-03-24,14.1,4.1,9.8,0,0,Appenzell Ausserrhoden
2022-03-25,14.6,4.1,9.7,0,0,Appenzell Ausserrhoden
2022-03-26,15.3,3,9,0,0,Appenzell Ausserrhoden
2022-03-27,15.7,2.2,9.4,0,0,Appenzell Ausserrhoden
2022-03-28,16.9,3.8,10.5,0,0,Appenzell Ausserrhoden
2022-03-29,15.3,5,10.8,0,0,Appenzell Ausserrhoden
2022-03-30,10.3,4.5,8.4,1.2,0,Appenzell Ausserrhoden
2022-03-31,9.1,2.7,5.5,8.1,0,Appenzell Ausserrhoden
2022-04-01,3.4,-1.4,0.8,5.4,15.4,Appenzell Ausserrhoden
2022-04-02,-1.3,-3.4,-2.2,0.1,11.62,Appenzell Ausserrhoden
2022-04-03,-0,-4.5,-2.1,0,1.75,Appenzell Ausserrhoden
2022-04-04,4.5,-4.5,0.2,0,0,Appenzell Ausserrhoden
2022-04-05,9.6,2.1,5.3,0,0.07,Appenzell Ausserrhoden
2022-04-06,13.4,4,8.2,4.8,0,Appenzell Ausserrhoden
2022-04-07,12.5,5.7,8.4,6.4,0,Appenzell Ausserrhoden
2022-04-08,14.3,6.2,8.6,11.6,0,Appenzell Ausserrhoden
2022-04-09,8.7,-0.2,2.9,8.3,4.34,Appenzell Ausserrhoden
2022-04-10,6.9,-0.5,2.6,0.2,3.36,Appenzell Ausserrhoden
2022-04-11,13.1,-1.4,6,0,0,Appenzell Ausserrhoden
2022-04-12,18.4,2.4,10.8,0,0,Appenzell Ausserrhoden
2022-04-13,19,9.5,14.1,0,0,Appenzell Ausserrhoden
2022-04-14,18.6,10.7,14.5,0,0,Appenzell Ausserrhoden
2022-04-15,15.3,8,12,3.3,0,Appenzell Ausserrhoden
2022-04-16,11,4.3,8,0.1,0,Appenzell Ausserrhoden
2022-04-17,10.9,-0.1,5.3,0,0,Appenzell Ausserrhoden
2022-04-18,12.7,0,6.8,0,0,Appenzell Ausserrhoden
2022-04-19,14.6,4.2,9.2,0,0,Appenzell Ausserrhoden
2022-04-20,12.4,3.5,8.1,0,0,Appenzell Ausserrhoden
2022-04-21,13.8,2.3,8.4,0,0,Appenzell Ausserrhoden
2022-04-22,13.9,3.1,8.7,0,0,Appenzell Ausserrhoden
2022-04-23,13.5,4.9,9.7,0.6,0,Appenzell Ausserrhoden
2022-04-24,10.3,5.7,7.9,5.5,0,Appenzell Ausserrhoden
2022-04-25,10.9,5.6,7.7,22.1,0,Appenzell Ausserrhoden
2022-04-26,10.1,2.7,6.2,7.9,0.98,Appenzell Ausserrhoden
2022-04-27,12.3,2.3,7.3,0.8,0,Appenzell Ausserrhoden
2022-04-28,15,3.4,9.4,0,0,Appenzell Ausserrhoden
2022-04-29,16.1,4.5,10.7,0,0,Appenzell Ausserrhoden
2022-04-30,12.3,5.7,9,7.9,0,Appenzell Ausserrhoden
2022-05-01,12.2,4.1,8.2,0.2,0,Appenzell Ausserrhoden
2022-05-02,14.9,4.5,10,0,0,Appenzell Ausserrhoden
2022-05-03,16,6.9,10.7,2.4,0,Appenzell Ausserrhoden
2022-05-04,15.3,5.8,10.8,0.7,0,Appenzell Ausserrhoden
2022-05-05,14.7,6.4,10.1,8.4,0,Appenzell Ausserrhoden
2022-05-06,11.9,7.6,9.4,23,0,Appenzell Ausserrhoden
2022-05-07,13.9,8.5,10.3,3.7,0,Appenzell Ausserrhoden
2022-05-08,15.5,9,11.7,3.5,0,Appenzell Ausserrhoden
2022-05-09,17.6,8.2,12.9,3.1,0,Appenzell Ausserrhoden
2022-05-10,20.7,7.7,14.9,0.5,0,Appenzell Ausserrhoden
2022-05-11,23.7,14.5,18.9,0,0,Appenzell Ausserrhoden
2022-05-12,23.5,15,18.7,0.9,0,Appenzell Ausserrhoden
2022-05-13,18.9,12.7,15,5.5,0,Appenzell Ausserrhoden
2022-05-14,19.4,11.3,15.1,2.9,0,Appenzell Ausserrhoden
2022-05-15,22.9,11.8,17.1,0,0,Appenzell Ausserrhoden
2022-05-16,21.3,11.4,16.4,3.2,0,Appenzell Ausserrhoden
2022-05-17,20.8,11,16.2,0.3,0,Appenzell Ausserrhoden
2022-05-18,23.3,12.5,18.1,0,0,Appenzell Ausserrhoden
2022-05-19,26.9,12.3,19.7,0.1,0,Appenzell Ausserrhoden
2022-05-20,28.8,14,20.8,2,0,Appenzell Ausserrhoden
2022-05-21,20.8,14.2,17,7.6,0,Appenzell Ausserrhoden
2022-05-22,22,11.9,17.4,0,0,Appenzell Ausserrhoden
2022-05-23,25.1,13.3,17.8,4.7,0,Appenzell Ausserrhoden
2022-05-24,14.4,11,12.6,9.2,0,Appenzell Ausserrhoden
2022-05-25,17.2,9.9,12.8,4.5,0,Appenzell Ausserrhoden
2022-05-26,18.9,10.3,14.1,0,0,Appenzell Ausserrhoden
2022-05-27,20,9.9,14.8,1.9,0,Appenzell Ausserrhoden
2022-05-28,14.6,9.6,11.7,3.2,0,Appenzell Ausserrhoden
2022-05-29,12.1,6.8,9.2,4.1,0,Appenzell Ausserrhoden
2022-05-30,15.2,5.4,10.1,0.3,0,Appenzell Ausserrhoden
2022-05-31,17.9,7.3,12.9,9.9,0,Appenzell Ausserrhoden
2022-06-01,18.5,10.4,13.8,4.7,0,Appenzell Ausserrhoden
2022-06-02,20,10.7,15.3,6.5,0,Appenzell Ausserrhoden
2022-06-03,24.2,11.6,17.2,11.8,0,Appenzell Ausserrhoden
2022-06-04,24.8,11.7,18.3,0.4,0,Appenzell Ausserrhoden
2022-06-05,20.3,13.9,16.8,27.4,0,Appenzell Ausserrhoden
2022-06-06,20.5,12.1,16.1,3.6,0,Appenzell Ausserrhoden
2022-06-07,17.2,11.8,14,11.6,0,Appenzell Ausserrhoden
2022-06-08,19.1,11.6,14.4,3.7,0,Appenzell Ausserrhoden
2022-06-09,14.5,9.8,11.4,9.7,0,Appenzell Ausserrhoden
2022-06-10,17.6,7.8,13.2,0,0,Appenzell Ausserrhoden
2022-06-11,20.9,9.5,15.7,0,0,Appenzell Ausserrhoden
2022-06-12,25,11.1,19.7,0.1,0,Appenzell Ausserrhoden
2022-06-13,20.6,14.5,17.1,8.6,0,Appenzell Ausserrhoden
2022-06-14,21.7,11.1,16.7,0,0,Appenzell Ausserrhoden
2022-06-15,26.3,12.2,20,0.5,0,Appenzell Ausserrhoden
2022-06-16,24.5,17.9,20.9,4.2,0,Appenzell Ausserrhoden
2022-06-17,23.8,14.5,19.7,0,0,Appenzell Ausserrhoden
2022-06-18,27.9,15,22.2,0,0,Appenzell Ausserrhoden
2022-06-19,30.7,16.6,24,0.8,0,Appenzell Ausserrhoden
2022-06-20,27.1,17.4,21.7,3.2,0,Appenzell Ausserrhoden
2022-06-21,25.6,14.7,20.2,1.1,0,Appenzell Ausserrhoden
2022-06-22,21.1,15.5,18.5,12.5,0,Appenzell Ausserrhoden
2022-06-23,24.7,13.6,19.5,10,0,Appenzell Ausserrhoden
2022-06-24,19.5,13,16.2,5.5,0,Appenzell Ausserrhoden
2022-06-25,21.3,10.7,17,0,0,Appenzell Ausserrhoden
2022-06-26,25.1,15.3,20.2,1.1,0,Appenzell Ausserrhoden
2022-06-27,21.7,15.4,18.5,10.3,0,Appenzell Ausserrhoden
2022-06-28,19.8,13.5,16.6,10.7,0,Appenzell Ausserrhoden
2022-06-29,22.4,15,18.6,1.4,0,Appenzell Ausserrhoden
2022-06-30,24,14.9,19.5,2.4,0,Appenzell Ausserrhoden
2022-07-01,15.5,10.1,12.9,24.1,0,Appenzell Ausserrhoden
2022-07-02,22,10.1,16.4,0,0,Appenzell Ausserrhoden
2022-07-03,25.9,15.3,20.8,0.6,0,Appenzell Ausserrhoden
2022-07-04,23.6,15.4,18.1,15.7,0,Appenzell Ausserrhoden
2022-07-05,21.9,14.2,17.5,5.8,0,Appenzell Ausserrhoden
2022-07-06,21.5,12.8,17.3,0,0,Appenzell Ausserrhoden
2022-07-07,19.6,11.5,15.8,5.2,0,Appenzell Ausserrhoden
2022-07-08,18.6,11.3,14.4,2.8,0,Appenzell Ausserrhoden
2022-07-09,20.5,10.4,16,0,0,Appenzell Ausserrhoden
2022-07-10,20,13.3,16.2,0.8,0,Appenzell Ausserrhoden
2022-07-11,21,10,15.7,0,0,Appenzell Ausserrhoden
2022-07-12,22.2,12,17.5,0,0,Appenzell Ausserrhoden
2022-07-13,26.4,13.9,20.4,0,0,Appenzell Ausserrhoden
2022-07-14,29.1,18.2,23.8,0.3,0,Appenzell Ausserrhoden
2022-07-15,25.1,15,20.1,0.3,0,Appenzell Ausserrhoden
2022-07-16,23.4,13.4,18.9,0,0,Appenzell Ausserrhoden
2022-07-17,25,13.7,19.6,0,0,Appenzell Ausserrhoden
2022-07-18,27.9,16.1,22.1,0,0,Appenzell Ausserrhoden
2022-07-19,30.8,17.7,24.3,0,0,Appenzell Ausserrhoden
2022-07-20,30.5,18.9,24.2,5.2,0,Appenzell Ausserrhoden
2022-07-21,25,16.8,20.3,0.9,0,Appenzell Ausserrhoden
2022-07-22,29.3,16.7,22.5,0,0,Appenzell Ausserrhoden
2022-07-23,23.6,15.5,20,9.5,0,Appenzell Ausserrhoden
2022-07-24,26.2,16.1,21,0.9,0,Appenzell Ausserrhoden
2022-07-25,30.8,17.5,24.4,0.6,0,Appenzell Ausserrhoden
2022-07-26,22,16.2,19,28.4,0,Appenzell Ausserrhoden
2022-07-27,21.9,14.7,17.8,0.7,0,Appenzell Ausserrhoden
2022-07-28,24.9,14.3,19.1,1.3,0,Appenzell Ausserrhoden
2022-07-29,23.3,13,17.6,10.4,0,Appenzell Ausserrhoden
2022-07-30,22.1,14.5,18.1,0.5,0,Appenzell Ausserrhoden
2022-07-31,24.7,16.2,20.5,0,0,Appenzell Ausserrhoden
2022-08-01,25.9,16,20.9,1.1,0,Appenzell Ausserrhoden
2022-08-02,24.8,13.1,19.4,4.6,0,Appenzell Ausserrhoden
2022-08-03,27.8,15.2,22.3,0,0,Appenzell Ausserrhoden
2022-08-04,30.9,16.9,25,0,0,Appenzell Ausserrhoden
2022-08-05,28.7,19.5,24.2,0.8,0,Appenzell Ausserrhoden
2022-08-06,19,15.5,16.6,6.3,0,Appenzell Ausserrhoden
2022-08-07,19.3,13.5,16.7,0,0,Appenzell Ausserrhoden
2022-08-08,23,12.1,17.9,0,0,Appenzell Ausserrhoden
2022-08-09,23.6,15,19,0,0,Appenzell Ausserrhoden
2022-08-10,24,14.6,19,0,0,Appenzell Ausserrhoden
2022-08-11,23.8,12.9,19.1,0,0,Appenzell Ausserrhoden
2022-08-12,23.5,15.4,19,0,0,Appenzell Ausserrhoden
2022-08-13,24.4,11.4,18.1,0,0,Appenzell Ausserrhoden
2022-08-14,26.5,13.9,20,0,0,Appenzell Ausserrhoden
2022-08-15,23.6,14.4,17.7,2.4,0,Appenzell Ausserrhoden
2022-08-16,24.6,12.4,18.5,0,0,Appenzell Ausserrhoden
2022-08-17,24.7,15.2,20.4,0,0,Appenzell Ausserrhoden
2022-08-18,19.9,12.7,16.4,45,0,Appenzell Ausserrhoden
2022-08-19,15.7,14.3,14.9,42.6,0,Appenzell Ausserrhoden
2022-08-20,19.6,14,16.1,7.2,0,Appenzell Ausserrhoden
2022-08-21,20.9,12,16.3,1,0,Appenzell Ausserrhoden
2022-08-22,21.2,13.3,17.6,0.2,0,Appenzell Ausserrhoden
2022-08-23,22.2,14.3,18.4,0,0,Appenzell Ausserrhoden
2022-08-24,23,13.2,18.3,0,0,Appenzell Ausserrhoden
2022-08-25,24.8,13.3,18.7,0,0,Appenzell Ausserrhoden
2022-08-26,24.6,15.8,19.9,2.2,0,Appenzell Ausserrhoden
2022-08-27,20.7,13.6,16.6,2,0,Appenzell Ausserrhoden
2022-08-28,21.2,12.4,16.8,1.1,0,Appenzell Ausserrhoden
2022-08-29,22.9,13.3,18.3,0.4,0,Appenzell Ausserrhoden
2022-08-30,23.8,15.2,19.2,0.5,0,Appenzell Ausserrhoden
2022-08-31,18,12.3,14.9,19.9,0,Appenzell Ausserrhoden
2022-09-01,18.3,11.8,14.5,1.6,0,Appenzell Ausserrhoden
2022-09-02,20.6,10,15.4,0.5,0,Appenzell Ausserrhoden
2022-09-03,20.2,12.1,15.4,1.1,0,Appenzell Ausserrhoden
2022-09-04,21.3,12.5,16.9,0.6,0,Appenzell Ausserrhoden
2022-09-05,23.3,13,18.1,0,0,Appenzell Ausserrhoden
2022-09-06,22.6,14.5,18.3,3.4,0,Appenzell Ausserrhoden
2022-09-07,23.1,13.9,18.4,10.2,0,Appenzell Ausserrhoden
2022-09-08,18.6,13.4,15.6,21.3,0,Appenzell Ausserrhoden
2022-09-09,18.2,11.3,14.4,0.5,0,Appenzell Ausserrhoden
2022-09-10,15.6,11.2,12.8,2.7,0,Appenzell Ausserrhoden
2022-09-11,17.2,10.7,13.3,9,0,Appenzell Ausserrhoden
2022-09-12,20.4,8.2,14.2,0,0,Appenzell Ausserrhoden
2022-09-13,24.2,11.5,18.7,0,0,Appenzell Ausserrhoden
2022-09-14,21.6,16.2,18.8,5.1,0,Appenzell Ausserrhoden
2022-09-15,19.3,13.8,16.2,4.1,0,Appenzell Ausserrhoden
2022-09-16,14.9,8.9,12,8.5,0,Appenzell Ausserrhoden
2022-09-17,8.5,5.5,7,13.5,0,Appenzell Ausserrhoden
2022-09-18,12.2,5.8,8.8,0.8,0,Appenzell Ausserrhoden
2022-09-19,12.4,4,8.9,2.3,0,Appenzell Ausserrhoden
2022-09-20,11.9,4.8,8.2,0.3,0,Appenzell Ausserrhoden
2022-09-21,13.6,3.9,8.8,0,0,Appenzell Ausserrhoden
2022-09-22,13.9,4.5,8.6,0,0,Appenzell Ausserrhoden
2022-09-23,17.3,4.9,11.6,0,0,Appenzell Ausserrhoden
2022-09-24,13.4,7.9,11.3,4.6,0,Appenzell Ausserrhoden
2022-09-25,12.9,6.6,9.7,9.8,0,Appenzell Ausserrhoden
2022-09-26,12.6,7.1,9.6,1.6,0,Appenzell Ausserrhoden
2022-09-27,10.2,6.5,7.8,15.9,0,Appenzell Ausserrhoden
2022-09-28,8.9,6,7.3,37.2,0,Appenzell Ausserrhoden
2022-09-29,8.9,5.9,7.1,6.1,0,Appenzell Ausserrhoden
2022-09-30,10.6,5.7,7.7,3.4,0,Appenzell Ausserrhoden
2022-10-01,10.8,5.8,8.8,13.9,0,Appenzell Ausserrhoden
2022-10-02,16.5,10.9,13.2,12.6,0,Appenzell Ausserrhoden
2022-10-03,13.4,8,10.7,10.4,0,Appenzell Ausserrhoden
2022-10-04,14.6,5.8,10.1,0,0,Appenzell Ausserrhoden
2022-10-05,20.9,10.8,15,0,0,Appenzell Ausserrhoden
2022-10-06,17.4,10.6,14.7,0,0,Appenzell Ausserrhoden
2022-10-07,17.2,7.7,12,0,0,Appenzell Ausserrhoden
2022-10-08,15.5,10.6,13.2,4.6,0,Appenzell Ausserrhoden
2022-10-09,12.9,7.5,10.3,1.2,0,Appenzell Ausserrhoden
2022-10-10,17.2,8.4,12.9,2.3,0,Appenzell Ausserrhoden
2022-10-11,15.9,9.4,12.6,0.6,0,Appenzell Ausserrhoden
2022-10-12,15.1,8.4,10.9,0.3,0,Appenzell Ausserrhoden
2022-10-13,15.1,8.1,11.3,2.6,0,Appenzell Ausserrhoden
2022-10-14,15.5,10.2,12,6.4,0,Appenzell Ausserrhoden
2022-10-15,16.8,11.4,13.9,8.1,0,Appenzell Ausserrhoden
2022-10-16,21.5,11,15.7,0,0,Appenzell Ausserrhoden
2022-10-17,19.8,8.9,14.7,0,0,Appenzell Ausserrhoden
